timestamp,timestamp_system,instrument,ltp,ltt,ltq,cp,atp,volume,total_buy_qty,total_sell_qty,open_day,high_day,low_day,close_day,open_1min,high_1min,low_1min,close_1min,vol_1min,bid1_price,bid1_qty,ask1_price,ask1_qty,bid2_price,bid2_qty,ask2_price,ask2_qty,bid3_price,bid3_qty,ask3_price,ask3_qty,bid4_price,bid4_qty,ask4_price,ask4_qty,bid5_price,bid5_qty,ask5_price,ask5_qty
2026-04-27 08:57:35.696,2026-04-27 08:57:35.927,NSE_EQ|INE090A01021,1326.2,1777026563749,10,1348.0,1332.35,14056743,0.0,4.0,1336.3,1348.8,1324.0,1326.2,1326.6,1326.8,1324.0,1325.8,25292,0.0,0,1326.2,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
2026-04-27 09:00:00.875,2026-04-27 09:00:00.899,NSE_EQ|INE090A01021,1325.8,1777026563000,10,1326.2,0.0,0,643.0,489.0,1325.8,1325.8,1325.8,1325.8,0.0,0.0,0.0,0.0,0,1340.0,10,1323.9,25,1326.2,87,1331.2,25,1324.0,1,1340.6,25,1319.0,1,1348.8,5,0.0,25,0.0,0
2026-04-27 09:00:08.516,2026-04-27 09:00:08.827,NSE_EQ|INE090A01021,1325.8,1777026563000,10,1326.2,0.0,797,7929.0,38080.0,1339.0,1325.8,1325.8,1325.8,0.0,0.0,0.0,0.0,0,1392.5,122,1259.9,262,1385.8,1,1299.7,2,1359.0,1,1322.9,293,1352.8,28,1323.9,25,0.0,619,0.0,60
2026-04-27 09:00:15.716,2026-04-27 09:00:15.843,NSE_EQ|INE090A01021,1325.8,1777026563000,10,1326.2,0.0,2197,13134.0,41323.0,1339.0,1325.8,1325.8,1325.8,0.0,0.0,0.0,0.0,0,1432.7,278,1193.6,188,1405.8,183,1246.6,76,1392.5,122,1259.9,262,1385.8,11,1286.5,119,0.0,1057,0.0,91
2026-04-27 09:00:22.316,2026-04-27 09:00:22.397,NSE_EQ|INE090A01021,1325.8,1777026563000,10,1326.2,0.0,2444,14043.0,44739.0,1338.0,1325.8,1325.8,1325.8,0.0,0.0,0.0,0.0,0,1432.7,278,1193.6,188,1405.8,183,1233.4,439,1392.5,122,1246.6,76,1385.8,11,1259.9,306,0.0,1084,0.0,92
2026-04-27 09:00:28.317,2026-04-27 09:00:28.438,NSE_EQ|INE090A01021,1325.8,1777026563000,10,1326.2,0.0,3079,14942.0,47959.0,1337.0,1325.8,1325.8,1325.8,0.0,0.0,0.0,0.0,0,1431.6,855,1193.6,188,1405.8,183,1233.4,439,1392.5,122,1246.6,76,1385.8,11,1259.9,264,0.0,1115,0.0,97
2026-04-27 09:00:33.715,2026-04-27 09:00:33.763,NSE_EQ|INE090A01021,1325.8,1777026563000,10,1326.2,0.0,4127,15955.0,49825.0,1326.2,1325.8,1325.8,1325.8,0.0,0.0,0.0,0.0,0,1430.5,855,1193.6,1382,1405.8,183,1233.4,439,1392.5,122,1246.6,76,1385.8,11,1259.9,264,0.0,1183,0.0,162
2026-04-27 09:00:36.417,2026-04-27 09:00:36.440,NSE_EQ|INE090A01021,1325.8,1777026563000,10,1326.2,0.0,4869,16008.0,50814.0,1326.2,1325.8,1325.8,1325.8,0.0,0.0,0.0,0.0,0,1419.0,855,1193.6,1634,1405.8,183,1233.4,439,1392.5,122,1246.6,76,1385.8,11,1259.9,264,0.0,1203,0.0,178
2026-04-27 09:00:37.616,2026-04-27 09:00:37.640,NSE_EQ|INE090A01021,1325.8,1777026563000,10,1326.2,0.0,5210,16204.0,51705.0,1326.2,1325.8,1325.8,1325.8,0.0,0.0,0.0,0.0,0,1419.0,855,1193.6,1812,1405.8,183,1233.4,439,1392.5,122,1246.6,76,1385.8,11,1259.9,264,0.0,1203,0.0,178
2026-04-27 09:00:38.517,2026-04-27 09:00:38.541,NSE_EQ|INE090A01021,1325.8,1777026563000,10,1326.2,0.0,5210,16245.0,51968.0,1326.2,1325.8,1325.8,1325.8,0.0,0.0,0.0,0.0,0,1419.0,855,1193.6,1812,1405.8,183,1233.4,439,1392.5,122,1246.6,76,1385.8,11,1259.9,264,0.0,1203,0.0,178
2026-04-27 09:00:39.417,2026-04-27 09:00:39.440,NSE_EQ|INE090A01021,1325.8,1777026563000,10,1326.2,0.0,5568,16264.0,52393.0,1325.8,1325.8,1325.8,1325.8,0.0,0.0,0.0,0.0,0,1419.0,855,1193.6,1812,1405.8,183,1233.4,439,1392.5,122,1246.6,76,1385.8,11,1259.9,264,0.0,1203,0.0,178
2026-04-27 09:00:40.615,2026-04-27 09:00:40.728,NSE_EQ|INE090A01021,1325.8,1777026563000,10,1326.2,0.0,5790,16772.0,52658.0,1326.0,1325.8,1325.8,1325.8,0.0,0.0,0.0,0.0,0,1419.0,577,1193.6,1980,1418.6,719,1233.4,439,1405.8,183,1246.6,76,1392.5,122,1259.9,264,0.0,1203,0.0,178
2026-04-27 09:00:41.517,2026-04-27 09:00:41.561,NSE_EQ|INE090A01021,1325.8,1777026563000,10,1326.2,0.0,5790,16899.0,53517.0,1326.0,1325.8,1325.8,1325.8,0.0,0.0,0.0,0.0,0,1419.0,577,1193.6,1980,1418.8,719,1233.4,439,1405.8,183,1246.6,76,1392.5,122,1259.9,264,0.0,1203,0.0,178
2026-04-27 09:00:42.565,2026-04-27 09:00:42.590,NSE_EQ|INE090A01021,1325.8,1777026563000,10,1326.2,0.0,5824,16962.0,54373.0,1326.0,1325.8,1325.8,1325.8,0.0,0.0,0.0,0.0,0,1418.8,1296,1193.6,1980,1405.8,183,1233.4,439,1392.5,122,1246.6,76,1385.8,11,1259.9,264,0.0,1203,0.0,178
2026-04-27 09:00:43.615,2026-04-27 09:00:43.641,NSE_EQ|INE090A01021,1325.8,1777026563000,10,1326.2,0.0,5824,17320.0,54392.0,1326.0,1325.8,1325.8,1325.8,0.0,0.0,0.0,0.0,0,1418.8,1296,1193.6,1980,1405.8,183,1233.4,439,1392.5,122,1246.6,76,1385.8,11,1259.9,264,0.0,1203,0.0,178
2026-04-27 09:00:44.517,2026-04-27 09:00:44.541,NSE_EQ|INE090A01021,1325.8,1777026563000,10,1326.2,0.0,5844,17712.0,54487.0,1326.0,1325.8,1325.8,1325.8,0.0,0.0,0.0,0.0,0,1418.8,1296,1193.6,1980,1405.8,183,1233.4,439,1392.5,122,1246.6,76,1385.8,11,1259.9,264,0.0,1203,0.0,178
2026-04-27 09:00:45.565,2026-04-27 09:00:45.592,NSE_EQ|INE090A01021,1325.8,1777026563000,10,1326.2,0.0,5844,17724.0,54539.0,1326.0,1325.8,1325.8,1325.8,0.0,0.0,0.0,0.0,0,1418.8,1296,1193.6,1980,1405.8,183,1233.4,439,1392.5,122,1246.6,76,1385.8,11,1259.9,264,0.0,1203,0.0,178
2026-04-27 09:00:46.615,2026-04-27 09:00:46.642,NSE_EQ|INE090A01021,1325.8,1777026563000,10,1326.2,0.0,5847,18655.0,54756.0,1326.0,1325.8,1325.8,1325.8,0.0,0.0,0.0,0.0,0,1418.8,1296,1193.6,1980,1405.8,183,1233.4,439,1392.5,122,1246.6,76,1385.8,11,1259.9,264,0.0,1203,0.0,178
